Gene	aos_HRFR_1.5h_nw	aos_HRFR_1.5h_w	aos_LRFR_1.5h_nw	aos_LRFR_1.5h_w	aos_HRFR_4h_nw	aos_HRFR_4h_w	aos_LRFR_4h_nw	aos_LRFR_4h_w	Col-0_HRFR_1.5h_nw	Col-0_HRFR_1.5h_w	Col-0_LRFR_1.5h_nw	Col-0_LRFR_1.5h_w	Col-0_HRFR_4h_nw	Col-0_HRFR_4h_w	Col-0_LRFR_4h_nw	Col-0_LRFR_4h_w
AT1G01010	0.641436713	0.999590656	0.719432762	0.850713546	1.182475097	0.940305809	0.850999814	0.788581999	0.228243126	1.449974438	0.30270321	0.706121973	0.484725375	0.253002226	0.693133519	0.514002458
AT1G01020	3.717332135	3.833430156	3.770398441	3.78212244	3.755452698	3.558322281	3.681732854	3.828367889	3.805412612	4.154194033	3.701418205	4.040114999	3.641787415	3.742790666	3.927390612	3.836144687
AT1G01040	6.124001531	6.194139005	5.917885659	6.137386613	5.942462743	6.006231755	5.959069712	5.945082711	6.158892875	6.431830728	6.15192663	6.225255019	6.042070209	6.132945275	5.943738265	5.914909875
AT1G01050	5.920562695	5.724766639	6.024767172	5.824517371	5.794515738	5.627530136	5.662667136	5.626492046	5.822084963	5.631428866	5.838485505	5.738274269	5.680899955	5.640245979	5.686948817	5.543847048
AT1G01060	5.572892061	5.337898851	5.353919606	5.295292047	1.720904838	1.490047055	1.658156673	1.271570365	5.92910264	5.324258339	5.820014451	5.325512939	1.706946965	1.472791378	1.804151945	1.249173711
AT1G01070	1.905003715	1.736596199	1.585584541	1.176113843	0.959895296	0.333280573	-1.323657939	-1.35375335	0.622067283	-0.534591339	0.195116102	-0.474374242	-0.70494198	-0.440015391	-3.787794968	-3.276061184
AT1G01080	6.728951087	6.534441947	6.827254271	6.643151407	6.873847535	6.681912542	6.588499762	6.379816732	6.794311722	6.624828679	6.679512598	6.693036515	6.819141679	6.562232467	6.565299399	6.426880692
AT1G01090	7.902795148	7.763268188	7.970820936	7.832884459	7.863892081	7.774099845	8.228203039	8.125008011	7.869732936	7.768980303	7.883212198	7.791415288	7.906914722	7.587877881	8.247501105	7.902906772
AT1G01100	7.193191203	7.093291293	7.352881681	7.177180889	7.093028315	6.942448793	7.396648061	7.357073104	7.394937132	7.304208916	7.380787169	7.263225987	7.199680618	6.967520353	7.675087084	7.463641141
AT1G01110	3.38387755	3.086840929	4.499605093	4.189993548	3.289424138	3.395569715	4.669758708	4.671341061	3.542467037	2.953830756	4.381490832	4.0961358	3.400765464	3.006028759	4.616871444	4.420892566
AT1G01120	7.292135436	7.379754744	7.777125343	7.933116395	6.57357235	6.860288099	7.389082878	7.451201939	7.354082431	6.74992308	7.749590981	7.522945797	6.766639811	5.888211872	7.265413819	6.648073971
AT1G01130	0.866200886	1.084243666	1.254156491	1.463929162	0.425435486	0.480851129	0.619057316	0.772023225	1.277182574	0.260712393	1.668840684	0.810345474	0.669230225	-0.872206231	0.754385927	0.368896672
AT1G01140	4.950738375	5.155926459	3.736447326	3.905261025	5.172350799	5.276558933	3.62348345	3.724056861	4.964264016	5.529853223	3.591992711	4.115578898	5.083025903	5.605805738	3.644292723	3.987109779
AT1G01160	4.423435876	4.522377237	4.463455124	4.383720154	4.378451103	4.427939962	4.380612367	4.398279155	4.477559897	4.685263347	4.366822829	4.439458083	4.401691517	4.59660158	4.382021948	4.555697353
AT1G01170	5.249388695	5.170052345	5.28425536	5.15722342	5.301911352	5.298505036	4.429088882	4.466613877	5.308984045	5.515036911	5.138256451	5.232791509	5.271996363	5.680845975	4.486363234	5.008718356
AT1G01180	2.413730874	2.571370628	1.397419625	1.623624355	2.555438676	2.591201602	-0.584982954	-0.350102279	2.00623599	1.995346499	0.881384621	0.597736601	2.250469671	2.365577036	-0.667540738	-0.326242107
AT1G01190	3.655383549	4.309092032	3.435151648	4.103767413	3.577602964	4.313389115	3.03526558	3.509533409	3.296390593	2.662507857	3.151673195	3.013584037	3.521301141	3.007566126	3.025791572	1.731893825
AT1G01200	2.306216212	2.324620945	3.085981723	2.848039738	2.039417502	1.933994714	2.728056893	2.625232012	2.357998572	3.127391618	3.123646619	3.325066753	2.10574435	2.916317069	2.735751278	2.497759259
AT1G01210	2.769213783	2.79634585	3.007363906	2.852406164	2.930087152	2.647751783	3.053152654	3.071137714	2.684768598	3.174279685	2.887292817	3.146627995	2.467195972	2.555041723	3.040731183	3.119209828
AT1G01220	5.550426206	5.450489396	5.488397665	5.52613688	5.694568041	5.635970574	5.426260648	5.479795788	5.611917364	5.490126848	5.646084086	5.553605456	5.716002028	5.670984574	5.4744541	5.544108826
AT1G01225	1.983141296	1.958516098	2.215497578	1.904562969	2.01710109	2.102647444	1.905393462	2.072790312	1.951631666	1.928964835	2.038032006	2.042088097	2.038803263	2.136832937	1.988756172	1.993389438
AT1G01230	4.535699001	4.545159421	4.518618812	4.525798102	4.755183673	4.780327617	5.013044413	5.038300204	4.518705793	4.703339475	4.475691138	4.569943544	4.642137042	4.906173144	4.944240849	4.9081177
AT1G01240	4.232825079	4.305950149	4.202978772	4.320585978	4.785181926	4.903787776	4.266454947	4.434430259	4.214817794	4.83649117	4.10672845	4.334433257	4.588378346	5.138838076	4.158133281	4.497748151
AT1G01250	-0.0700317	0.013430955	0.218151826	0.368362778	-0.162392107	0.115480498	0.252680775	0.339105335	-0.271471626	2.879659833	-0.109145164	1.520880553	-0.173853379	2.603733491	0.025761551	1.540205587
AT1G01260	4.04471859	3.969582268	5.399851852	5.687836398	3.754033783	3.907675498	5.052383004	5.14065569	4.185655222	5.562292401	5.541923867	6.256490213	3.981240255	4.27752972	5.093918573	5.220251628
AT1G01290	3.810005924	3.650517413	3.8845045	3.680181547	3.736592293	3.740378461	3.801083395	3.767670266	3.862084543	3.842115685	3.835254818	3.767031335	3.663545707	3.701494511	3.816960299	4.03259925
AT1G01300	6.8182933	6.929920503	6.622260957	6.672472251	6.900532424	7.102810409	7.082138735	7.08512065	6.828657433	7.020942823	6.604509624	6.749177296	7.005057639	6.956094872	7.183908754	7.443823485
AT1G01320	9.093118124	8.84844572	8.73194964	8.893012706	8.702473687	8.660716981	7.950774358	7.909050534	9.199717403	8.770329513	9.089972116	8.871313832	8.848222642	8.665707535	8.11199913	8.029945145
AT1G01340	2.458254535	2.985353422	1.988239374	2.443396026	2.141635364	2.008204631	0.16372054	0.532845894	1.982719642	2.297672539	1.770838747	1.827094115	1.265852724	0.765266119	-0.260683266	-0.56581952
AT1G01350	4.47231307	4.49670257	4.43846802	4.42765825	4.266540103	4.268714687	4.340661476	4.254967615	4.4750602	4.56573051	4.38148809	4.444508078	4.270109356	4.402437881	4.292102973	4.34191836
AT1G01360	3.010884916	3.285327798	2.776283704	2.883293272	2.776867414	2.984989457	3.06949376	2.856805408	2.944925471	3.415737609	2.601995897	2.789331183	2.705273861	3.07274221	2.762515727	2.640588401
AT1G01370	1.854510761	1.713931838	1.801797298	1.608029987	2.100720135	1.87610493	2.221527191	1.934138437	1.714041181	1.653167063	1.813225088	1.586743604	2.044125973	1.552336511	2.318241155	1.926064248
AT1G01380	-0.940042743	-0.489126306	-1.170935166	-0.66022193	-0.136240305	0.123332074	-0.523972958	-0.413759173	-0.071694193	0.453980258	-0.569401809	-0.065143781	0.192441452	0.104304753	0.332944304	0.778702486
AT1G01420	3.4894977	3.990822744	3.222929453	3.373227899	3.529371418	3.523866198	2.460191739	2.511597652	3.395946567	3.734224395	2.839919768	3.248304217	3.511916085	3.763213056	2.242220101	2.85199742
AT1G01430	6.892689267	6.887322296	6.522152499	6.481157334	6.920038866	6.873769946	6.260830857	6.266862995	6.97125492	6.810837728	6.451192261	6.414765297	7.002754265	6.739785624	6.331310544	6.428437683
AT1G01440	4.659847055	4.66521276	4.396312485	4.486964163	4.578480633	4.57065943	4.320668036	4.338457752	4.434632079	4.001778484	4.365828649	4.097512751	4.349933678	4.299046685	4.133702222	4.147760128
AT1G01448	4.233959197	4.285482576	3.857114754	4.051758348	4.186582998	4.220553725	3.807711454	3.727809854	4.092624028	4.205177872	3.952065766	4.050754161	4.148726805	4.265013202	3.840486981	3.975905033
AT1G01470	5.653367321	6.34200213	5.739540488	6.007476216	6.403406474	6.574825297	6.452579486	6.544853944	5.347139144	6.442447233	5.24455929	6.269221928	6.006678418	6.824839854	6.065561911	6.393247907
AT1G01490	5.21770556	5.390392228	4.93085457	5.017383464	4.586913014	4.615185439	4.124522839	4.248827449	5.099333092	5.332275167	4.483285414	4.736755991	4.395275297	4.729845096	4.134972162	4.384132899
AT1G01500	4.080835685	4.154868446	4.069833526	4.034866661	4.449758164	4.389095201	4.529954112	4.531203398	3.870693881	4.112515921	3.868011574	3.941421756	4.230967857	4.454484626	4.49822653	4.380936898
AT1G01510	5.528797776	5.455316303	5.543659335	5.509899281	5.507913523	5.526807505	5.796311779	5.80422315	5.590062869	5.402401719	5.628426335	5.425370689	5.533191895	5.542686352	5.881293572	5.721174937
AT1G01520	0.814161152	0.491022921	0.454951662	0.530249473	-2.226863225	-1.732054967	0.20136505	-0.162673364	0.587751661	0.14252246	0.46987102	0.303553998	-1.386186546	-1.700064908	0.458749893	-0.341867522
AT1G01540	6.345540287	6.435153936	6.683936273	6.694939133	6.002999214	6.113340652	6.857906048	6.852829105	6.510188203	6.039887515	6.834890838	6.557266717	6.148369899	5.806291017	6.804836773	6.477451472
AT1G01550	7.25283856	7.278475727	7.229731153	7.270850335	7.057456265	7.065122062	6.987229152	7.005639147	7.075379885	6.949234099	7.052577948	6.912362253	6.883287325	6.65400229	6.793278658	6.700494843
AT1G01560	-0.419582842	0.173883321	-0.088033258	0.276144423	0.956993757	0.714812174	-0.702530582	-0.149605604	-1.672839598	-2.881301602	-0.775535373	-1.214686578	-0.888613703	-2.038712089	-1.497131689	-2.754918071
AT1G01570	-0.317704055	0.000174502	-0.083577056	0.317109995	-0.116311983	0.01836724	-0.270810656	-0.163634628	-0.351815216	-0.44932771	-0.63603015	0.054149331	0.19892266	0.042324743	-0.680989555	-0.507289549
AT1G01600	2.305432565	2.645393299	2.405939219	2.416564305	1.154934055	1.514184567	4.044939973	3.944769065	2.232869903	0.588100165	2.606980966	1.653254483	1.765420429	-0.608636161	4.017599663	1.721625631
AT1G01610	6.284980509	6.488743815	6.006292889	5.965366705	5.71693653	5.636285294	5.88052735	5.825893987	6.378843405	5.342014606	5.956526314	5.485997544	5.900649021	4.407799228	5.924100291	5.176461291
AT1G01620	8.680247852	8.638850388	8.776420594	8.66931113	8.695489889	8.759429422	8.694305088	8.681032445	8.786763032	7.920801352	8.667997382	7.983210793	8.76938787	7.597486552	8.521483163	7.627020208
AT1G01630	5.787043944	5.83119854	5.880258153	5.76702594	5.76673543	5.728453658	5.860156062	5.779319365	5.861163246	5.405863753	5.798224686	5.484928887	5.831634378	5.118968896	5.829655651	5.505686476
AT1G01640	-0.416997862	-0.109099909	-0.045635919	-0.235388069	0.446084617	0.653598807	-0.00012786	-0.014112704	-0.371053715	-0.280780507	-0.114372371	-0.398120762	0.684119359	0.460046353	0.045645725	0.319392281
AT1G01650	4.539992272	4.974584279	4.634930103	5.072541809	4.72543598	5.098331061	5.392569389	5.517672943	4.499826761	6.298767338	4.669715072	5.809196373	4.702654463	6.235165456	5.494169672	6.296112982
AT1G01660	0.63296169	0.625086348	0.438314752	0.62832167	0.90737807	0.829482857	0.605331227	0.360216858	0.641910776	0.594427555	0.563444258	0.509717564	0.583601619	0.683994745	0.538620547	0.737155045
AT1G01670	1.146588462	1.163260486	1.188616276	1.150767399	1.563993298	1.403494414	1.094146096	1.109761422	1.311431088	1.148147661	1.277729229	1.169274781	1.356734677	1.643069671	1.224653585	1.551660474
AT1G01690	2.0849572	1.927941242	2.288520448	2.107636857	2.478352314	2.395370048	2.759770167	2.805867815	2.271564857	1.853212441	2.32469451	1.994299104	2.441516913	2.132037596	2.625358823	2.452262371
AT1G01695	-0.224937	-0.306083433	-0.039203261	-0.130609517	-0.118005008	-0.191325543	0.31271894	0.000793985	-0.054583643	-0.50405677	0.107771071	-0.73882806	-0.146456225	-0.230494288	0.592331229	0.217661171
AT1G01700	0.688055315	0.548779152	0.584615926	0.431328243	0.413590254	0.759549092	0.329928641	0.454864996	0.624142834	0.516585312	0.654816214	1.05075216	0.841508838	1.126973575	0.656177754	0.645313875
AT1G01710	5.223844226	5.324413125	5.234269273	5.285664626	5.267445005	5.389439057	4.975048068	5.014075114	5.271961775	6.063686894	5.203938373	5.765960994	5.29896473	6.107576669	5.036387389	5.712799872
AT1G01720	2.685068601	2.962061271	3.052240458	3.490060384	1.721106843	1.890925502	2.197912796	1.974874333	2.291244191	3.521721661	2.905373788	3.15172355	1.46797286	2.842830069	1.963681339	2.635568216
AT1G01725	1.640095564	1.83247622	1.405536646	1.672805791	1.494943755	1.698218023	0.988392339	1.02553875	1.529231711	1.906710454	1.505198411	1.861471906	1.315255009	1.935632921	0.940857894	1.540334598
AT1G01730	3.635932158	3.772204609	3.648738558	3.664034168	3.849127641	3.813168584	4.067306448	4.049671934	3.602579119	3.91239318	3.632439711	3.667491251	3.745993758	4.074807879	4.060377026	4.187695696
AT1G01740	3.251464155	3.579878776	2.799395823	3.097048551	3.070781945	2.931990443	2.742373715	2.774785371	3.015583944	3.094459475	2.898766555	2.996819338	3.081480492	2.678846869	2.739693804	2.559225699
AT1G01760	1.886221257	1.892765622	1.961218794	1.986749128	2.107896167	2.014883826	2.23508092	2.262845483	1.974690052	2.00415473	2.059129124	2.027881805	2.095055907	2.045841506	2.300497632	2.235441451
AT1G01770	4.831309343	4.780962529	4.54866758	4.819739738	4.923226656	4.892180466	3.838258186	3.749242966	4.768080349	4.859576457	4.77187491	4.794702067	5.031893083	5.09353089	3.901849926	4.075659032
AT1G01780	4.038658261	3.985077453	4.240310402	4.090971675	4.050623604	3.905672408	3.302515721	3.118625458	4.027504163	3.970661721	4.006934939	4.155929614	4.010847622	3.947864037	3.35917617	3.292292425
AT1G01790	7.909142092	7.751251335	7.72605347	7.853201156	7.761550902	7.72847751	7.635982135	7.517383402	7.870750099	7.784430794	7.819928899	7.827468374	7.754088253	7.786989658	7.587442906	7.515938142
AT1G01800	5.288534022	5.179404978	5.287932325	5.277841279	5.318268212	5.305423994	5.310418402	5.449332315	5.193243549	5.323560161	5.177135658	5.228979274	5.189838701	5.386624949	5.308389761	5.380389718
AT1G01820	5.089511287	5.334449312	5.023434357	5.162938706	5.648238247	5.664060024	5.39598315	5.443756346	4.983921122	5.309784695	4.97596806	5.146260667	5.579709472	5.674158285	5.369001156	5.484554742
AT1G01830	4.547669747	4.775764945	4.042837305	4.254795392	4.450667094	4.622958171	4.16766422	4.248513959	4.277710269	4.282461277	3.736773297	3.711395226	4.431547286	4.109044116	4.132476704	3.929057164
AT1G01840	0.317846645	-0.089727736	0.244285248	0.210029147	0.062104509	0.040831939	0.010342845	-0.072364344	0.432195266	-0.461390054	0.475999026	-0.035241837	0.445767447	0.165916314	-0.266031492	-0.401366303
AT1G01860	4.158721159	4.102849096	4.151506138	4.085055268	4.094382629	3.977493449	3.386598822	3.373008297	4.15275112	4.20386357	4.117313235	4.100806974	4.204127943	4.107657204	3.520637874	3.517957544
AT1G01880	0.846890482	0.862984953	0.569331485	0.810316393	1.209871879	1.037576096	0.608692727	0.553688615	0.671757525	0.663031979	0.815571562	0.463812227	0.811063019	0.588522138	0.805708148	0.35448276
AT1G01900	4.839000889	5.364579419	5.029036345	5.294226796	4.797461151	5.305295289	5.004584185	5.207235722	5.080105791	4.874793537	5.177403129	4.872052598	5.243327392	5.122000577	5.060706623	5.03229364
AT1G01910	5.650353713	5.677362846	5.628511645	5.704000057	5.782973953	5.762769884	5.989383966	5.955882209	5.670150911	5.797643492	5.648722213	5.761825808	5.805962555	5.811850988	6.027462948	5.974806835
AT1G01920	4.235411117	4.26691954	4.256060018	4.329414484	4.414726088	4.288724273	4.6369412	4.568145431	4.421616592	4.185443735	4.39771475	4.184073047	4.429739308	4.326243379	4.652509868	4.703474743
AT1G01930	3.924605276	3.980505931	3.83208763	3.89168613	3.744846485	3.711873944	3.554277737	3.526023461	3.91206831	3.863448745	3.895523502	3.814858899	3.77632311	3.795292691	3.577064814	3.533558271
AT1G01940	3.374974331	3.597590989	3.466134148	3.5058266	3.592481772	3.550320325	3.712148694	3.551956462	3.259719388	3.400626029	3.311691797	3.216866124	3.447736784	3.152211343	3.677218761	3.508827529
AT1G01950	4.731547441	4.67349905	5.262185686	5.211443829	4.473111419	4.426498014	5.098290246	5.04842194	4.828016295	4.27628261	5.320964962	5.019287652	4.6212066	4.229913322	5.053375502	4.76132667
AT1G01960	7.157715937	7.122625935	6.876483894	7.157502924	7.187614933	7.21907814	7.551141687	7.504472687	7.153561458	6.930668139	7.164224706	7.034835551	7.20888432	7.203637995	7.502883757	7.33253905
AT1G01970	5.460716198	5.29165391	5.384488441	5.344309564	5.169523117	5.001234792	4.63194257	4.566373099	5.497760226	5.545250403	5.437641887	5.537050885	5.336437378	5.291779469	4.658890128	4.715466058
AT1G01990	4.015450726	4.148570073	4.021005243	4.051411198	4.022597456	3.994117928	4.134323331	3.957595905	3.998281744	4.105777363	3.994245125	4.030169536	3.98000345	4.013050499	4.062241995	3.971383876
AT1G02000	3.705226892	3.695831226	3.679408788	3.744280962	3.507720882	3.682143964	3.884470716	3.854167396	3.554557568	3.760272079	3.513939503	3.583128095	3.57537045	3.541435859	3.684407403	3.645443771
AT1G02010	3.943853228	3.92555941	3.846538904	3.962507374	3.953020123	4.047080361	4.044872478	3.97704436	4.048658669	4.239286773	4.006167232	4.184354685	3.984759694	4.170893568	3.968234428	4.115252554
AT1G02020	4.203751074	4.070432464	4.122286638	3.993143081	4.180077235	4.090545742	3.970680055	3.860810233	4.039503509	3.768688698	3.926150282	3.861577641	4.07652194	3.844452617	3.825749814	3.572079094
AT1G02050	2.523977712	2.500026014	2.305292535	2.235298846	2.493089976	2.322458912	2.238712418	2.080960533	2.436738395	2.499918433	2.391182392	2.437945908	2.503913705	2.61670841	2.366825613	2.478142968
AT1G02060	2.584177012	2.684049742	2.11652832	2.504080105	2.69032726	2.622553002	2.332367378	2.382939002	2.56512579	2.579019287	2.564280659	2.434787503	2.803465929	2.793825397	2.47779394	2.436470809
AT1G02080	7.418678765	7.473764125	7.014678638	7.432078829	7.449588956	7.568310328	7.800811797	7.745132205	7.436453447	7.491122098	7.389878537	7.443165329	7.546470431	7.635191861	7.777596995	7.612249312
AT1G02090	4.798819804	4.812334467	4.93245124	4.838572702	4.705887572	4.685094622	5.020780254	4.901734564	4.820017328	5.029383314	4.850345175	4.938468101	4.711398798	4.829076574	5.002695954	5.002928896
AT1G02100	4.749379776	4.794807072	4.718630442	4.706917753	4.781899948	4.76884622	4.458555497	4.493949151	4.66975724	4.970034452	4.669084935	4.810735691	4.707336178	4.921233562	4.420134335	4.549372876
AT1G02110	4.734387728	4.660301454	4.733380877	4.666701021	4.752493252	4.642477817	4.530941525	4.455514942	4.7102082	4.294718676	4.685663208	4.406609534	4.737358196	4.533394	4.595476383	4.333537385
AT1G02120	6.585910256	6.662859646	6.554770346	6.617529303	6.494094065	6.535699882	6.239340038	6.264071746	6.460069698	6.578810701	6.462096779	6.493159446	6.377124135	6.469815865	6.148197501	6.092442409
AT1G02130	5.218763241	5.139881574	5.348652121	5.158032477	5.339790979	5.253959752	5.527809624	5.44162295	5.253780988	5.210482853	5.204069498	5.102413608	5.371427492	5.200910624	5.566654506	5.244042212
AT1G02140	6.58101856	6.51223871	6.696471974	6.503299858	6.560612664	6.496887707	6.565877051	6.535904937	6.560189818	6.546028022	6.509569657	6.503055655	6.511266308	6.377823603	6.651035088	6.453888779
AT1G02145	4.674610439	4.588681703	4.559264428	4.540857112	4.656655781	4.642829951	4.490298536	4.554755851	4.595497159	4.564799567	4.561545446	4.553719112	4.528335483	4.543061546	4.511201437	4.48304514
AT1G02150	7.103002818	6.89637134	7.146721029	6.957662117	7.081474477	6.871088606	6.814278699	6.601556831	7.128066687	6.966581847	7.07874282	6.969927167	7.172508848	6.833356068	6.864702409	6.685006543
AT1G02160	3.460390704	3.475394811	3.573267916	3.454776816	3.739665656	3.754883855	3.546747589	3.641836149	3.698808074	3.715473502	3.576024737	3.399343361	3.784610462	3.897838882	3.689720249	3.805748595
AT1G02170	4.654963119	4.848949105	4.779324858	4.598520079	4.638937809	4.557714658	4.639771061	4.677295388	4.412099407	4.516095704	4.374163627	4.35383782	4.418226605	4.398394691	4.532862842	4.430580713
AT1G02180	2.608881583	2.256078163	2.76408673	2.512064239	2.603090069	2.541062896	2.317712436	2.283676905	2.584362424	2.686908416	2.669113011	2.869760568	2.701813495	3.07834683	2.47906741	2.995612433
AT1G02205	0.015555458	-0.13442199	1.485297033	1.043461291	-0.475355067	0.474200041	4.682681212	4.396669894	1.14216853	-1.196326673	1.690507256	0.182037733	0.286789544	-0.62408804	5.015817279	0.940713742
AT1G02220	2.337764571	2.064634001	2.13271576	1.671600972	1.649784112	0.731149519	-0.003601688	-0.66926737	1.046036172	0.806692902	0.834796383	0.779727249	0.516503801	-0.575557144	-1.292363777	-1.989404668
AT1G02260	3.526611615	3.590751712	3.45488226	3.524010147	4.131382055	4.06554664	3.854439668	3.892411319	3.31864814	3.216242217	3.392098427	3.367335694	3.920088484	4.030203837	3.760061515	3.904401891
AT1G02270	4.732125229	4.808773036	4.868640301	4.798034561	4.964937821	4.959330426	5.058291058	5.104904195	4.629158237	4.637693029	4.658242877	4.6109462	4.850290726	4.804012891	4.926576342	4.847177184
AT1G02280	6.756774662	6.532212991	6.880328369	6.686370852	6.490029989	6.269165913	6.084750174	5.884356163	6.894150023	6.79713469	6.895516695	6.862775837	6.733600141	6.401250367	6.291935128	6.142858534
AT1G02290	3.640783106	3.696548212	3.721569423	3.698277258	3.608034695	3.63010726	4.034922979	3.980295841	3.668474749	3.51097189	3.767196168	3.664925802	3.687807764	3.633774837	3.976805191	3.940759214
AT1G02300	3.299103068	3.529399377	2.385173447	2.558872193	4.88315385	4.903159342	3.515118925	3.694512055	3.009408312	3.462765317	2.348886738	2.535644585	4.647224593	4.997549034	3.416909342	3.942201661
AT1G02305	5.388004486	5.442819331	5.330052621	5.366937257	5.717065993	5.805370478	4.906750016	5.030630386	5.347744733	5.595247466	5.227947175	5.400393859	5.577082204	6.012463144	4.929233849	5.315441241
AT1G02330	4.562686162	4.501587988	5.136967963	5.06664252	4.389986742	4.406868222	4.77365417	4.777327099	4.575066888	4.705684224	5.03525669	5.06141781	4.459731222	4.485958154	4.788515556	4.850845065
AT1G02335	5.760302904	5.677903876	5.652372869	5.558799199	5.243529281	5.730951279	5.606137953	5.426255004	5.446236275	5.599537088	5.310289034	5.77045471	5.388506731	5.640107138	5.377471384	5.332707127
AT1G02340	0.938819849	1.656179859	3.988460461	4.509230218	0.932276319	0.956462415	4.419009551	4.642802766	1.020293321	0.457011206	4.048826967	3.869498277	0.413338925	-0.858984825	4.361667944	4.177613323
AT1G02350	0.971534716	1.456453017	4.405140845	4.44572015	1.565378613	1.367476008	3.629103034	3.825646329	1.594758497	1.044369364	4.350839941	4.538952411	1.72924703	0.294330613	3.679570487	3.677142478
AT1G02360	2.143878612	2.471427331	2.438723879	2.890756872	1.465676132	1.563670518	-0.007548215	0.337117981	0.564538195	0.112273556	1.417014598	0.670629045	-0.051553683	-2.6388184	-0.648997782	-1.353627293
AT1G02370	2.505749169	2.78708746	3.115759152	3.263840488	3.00604889	2.769647129	3.569583923	3.385346954	2.797520172	2.229695259	3.195545263	3.077793758	2.956933264	2.415562812	3.610373077	3.424558618
AT1G02380	1.069372089	1.128969283	3.014247366	2.764181835	1.111680864	1.169718746	2.617463078	2.303178726	1.334283332	0.435382103	2.867704247	2.026697019	1.132531819	0.163691158	2.360606261	1.249976547
AT1G02390	-0.086153607	0.633766296	-0.177857848	-0.045889515	-0.455315421	0.149402587	-1.64485214	-1.444187357	-0.280153024	-1.993832058	-0.420479311	-1.685732567	-0.171171815	-1.512771946	-2.005566903	-2.429238454
AT1G02410	4.467992169	4.460864613	4.46888025	4.356291803	4.316355119	4.346972843	4.101688572	4.018582577	4.26842304	4.448187908	4.31342556	4.382940239	4.217122545	4.449292313	4.096873421	4.166748675
AT1G02420	2.279649279	2.207756011	2.075897176	2.19584523	2.201046851	2.046201118	2.167065948	2.132349635	2.018596354	1.99964217	2.236689524	2.140102469	2.021517461	1.672307336	2.043899689	1.940967552
AT1G02450	-0.446711762	0.479147988	-0.100405787	-0.065708419	1.517985209	1.518782683	0.917444758	1.006664621	-1.061439186	-2.591898226	-0.775009226	-2.819042769	0.998628785	-1.487482588	0.304328533	-1.868711557
AT1G02460	0.326663942	1.325275313	-0.561176347	0.188501409	1.410157422	1.545395641	1.07133447	0.919315281	-0.765505156	0.998265989	-1.217364011	-0.815017718	0.640042654	1.310633354	0.649862284	0.570848361
AT1G02475	5.575255663	5.50785265	5.6190832	5.572654381	5.585744532	5.548889225	5.323057207	5.356285879	5.407371839	5.532546361	5.329921248	5.392113349	5.337423858	5.622230413	5.199389742	5.282013022
AT1G02500	8.246691444	8.245576573	8.297816373	8.228396964	8.176643827	8.215834707	8.425786477	8.336409356	8.166662302	8.681548492	8.118191429	8.467021219	8.150053168	8.619073519	8.311373449	8.286427507
AT1G02520	-1.06558542	-0.352122971	-1.190480895	-0.656212332	0.194175558	0.381643222	0.111526214	0.389068764	-1.06448729	-1.230168082	-0.952984665	-1.384760632	0.178088966	0.402098894	0.308750281	0.039448627
AT1G02560	8.053937747	7.828048717	8.129975901	7.93633451	8.09978003	7.983450862	8.02196626	7.871515441	8.058527159	8.065566361	8.012825899	8.022924425	8.132205468	8.236057594	8.081194988	8.008987862
AT1G02610	0.460185236	0.843462289	0.405438267	0.735773827	0.625481304	0.295486866	-0.790540075	-0.412629641	-0.350064105	-0.522363069	-0.225926423	-0.540053191	-0.368432387	-0.099572554	-1.642705112	-0.800527775
AT1G02630	0.577104443	0.250884977	0.820148428	0.829502189	-0.123644755	-0.55796995	0.469111661	-0.181274276	-0.028643274	-1.838962798	0.989952438	-0.745150562	-0.41566729	-3.119009264	0.240806492	-1.900183424
AT1G02640	6.255178814	6.376617806	6.611604439	6.763513521	5.588813606	5.353039574	5.635665289	5.626099919	6.329230232	4.946897135	6.799629399	6.240385515	5.721606114	3.900505405	5.715190116	5.097531325
AT1G02650	0.989254424	0.864104672	1.033739157	1.207356496	0.163755238	0.01282123	0.132269688	0.046005598	0.867284048	0.3032497	1.073532302	0.073465199	0.561183102	-0.067244915	-0.095119587	-0.332041132
AT1G02660	4.007699085	4.245378681	5.790358737	5.782426381	4.379441597	4.391406626	6.014950905	6.077969544	3.973511257	3.618052754	5.703359352	5.491350674	4.318247399	4.107834457	5.688754165	5.71599019
AT1G02670	1.014529078	0.839298625	1.034811987	1.133518183	1.431080488	1.383931225	2.265270124	2.423764462	1.068212563	0.801368476	1.381010964	1.302669797	1.476438136	1.134026677	2.593590738	2.424488802
AT1G02680	2.82389889	2.983718303	2.967565081	2.883464164	2.898261475	2.797745636	2.570678354	2.673918065	2.891132351	3.165386865	2.914247086	2.976474859	2.933720037	3.058807735	2.716896277	2.999323589
AT1G02690	3.46036954	3.486163926	3.432538849	3.348747927	3.679729964	3.532520222	3.94971688	3.774790851	3.490909476	2.958448165	3.406004924	3.193134443	3.549991626	2.949343697	3.842986841	3.458369652
AT1G02720	3.66643913	3.635613834	3.688971581	3.536898312	3.661337184	3.654568996	3.684297142	3.58040066	3.809383838	3.575559365	3.824788696	3.611140945	3.686766323	3.51603303	3.663971441	3.604243042
