Gene	aos_HRFR_1.5h_nw	aos_HRFR_1.5h_w	aos_LRFR_1.5h_nw	aos_LRFR_1.5h_w	aos_HRFR_4h_nw	aos_HRFR_4h_w	aos_LRFR_4h_nw	aos_LRFR_4h_w	Col-0_HRFR_1.5h_nw	Col-0_HRFR_1.5h_w	Col-0_LRFR_1.5h_nw	Col-0_LRFR_1.5h_w	Col-0_HRFR_4h_nw	Col-0_HRFR_4h_w	Col-0_LRFR_4h_nw	Col-0_LRFR_4h_w
AT5G65340	0.492098799	0.580480997	0.880750734	0.863308115	0.316670375	0.350941124	-1.974283956	-1.405793084	0.645337691	1.456062176	1.345241087	1.805862092	0.589509172	2.034424855	-2.33129847	-0.994900709
AT5G65350	-0.120743378	0.210364317	0.508095924	0.358447503	0.059175995	-0.120250841	0.463124676	0.378138785	0.289394505	0.278908789	0.497794718	0.544246329	0.455122286	0.096173215	0.722384693	0.250942892
AT5G65360	5.652002425	5.597216632	5.775265663	5.514514532	5.797990591	5.702859773	6.120944748	5.943388651	5.800701427	5.36128838	5.750585042	5.442477534	5.994684872	5.347216274	6.249797877	5.622169343
AT5G65380	5.129511841	5.302393554	6.213968507	6.47114183	4.741715006	4.772521051	5.024400444	4.91419765	5.473170259	7.586431377	6.395100494	7.700989222	4.9054717	5.288319456	5.176914485	4.909109392
AT5G65390	5.406119867	5.731153245	6.239580138	6.065875924	5.681284771	5.939623109	7.804801601	7.554747251	5.841026293	4.903809169	6.224627597	5.730545629	6.280107542	4.616780323	7.648325965	6.50401312
AT5G65400	3.00987344	3.005149872	2.999396892	2.892545794	3.153908331	3.010080221	2.957314827	2.864313282	3.054526944	2.992595288	2.939748815	2.896278304	3.165746916	3.11396093	2.940687736	3.189773032
AT5G65410	3.332687263	3.161399174	3.312223259	3.011571848	3.066097356	2.782365861	1.831997738	1.435853791	3.756494752	2.76934957	3.603447109	3.151641645	3.32268373	2.511984568	1.737839145	1.42570572
AT5G65420	1.602806795	1.309198555	1.665307791	1.451715709	2.075804132	1.975785401	2.29509164	2.080339478	1.820053813	1.174579115	1.938552916	1.45735634	2.032300555	1.691385496	2.302027515	2.373208194
AT5G65430	7.01179183	7.059966597	7.224343144	7.178344179	7.050677778	6.954618016	7.796094364	7.721927508	7.097316474	6.695488463	7.21485108	6.904559031	7.077233029	6.250019493	7.732517294	7.03346072
AT5G65440	6.480078171	6.611385695	6.441763514	6.58321277	6.411286669	6.476237286	7.008229326	7.045138699	6.594751461	6.287715971	6.729118276	6.444044065	6.574435509	6.153256587	6.941421649	6.621466161
AT5G65450	3.79461722	3.873177602	3.577623321	3.878854475	3.271243117	3.229921018	3.284284352	3.467625792	3.650062496	3.678363722	3.749791037	3.983637849	3.323375736	3.479840273	3.222854948	3.472310709
AT5G65460	5.847183769	5.664537093	5.576070772	5.752036768	5.778270002	5.780082251	5.848169565	5.760659439	5.824129839	5.744655517	5.77893768	5.675519486	5.832274546	5.944593818	5.886075252	5.754800529
AT5G65470	6.068607335	6.146091288	6.524666797	6.504924343	5.966041999	6.014334779	6.75483273	6.762525647	6.257608241	6.36132129	6.629618483	6.832157384	6.182979621	6.145750723	6.793092099	6.64763825
AT5G65480	6.539558949	6.446663198	6.396372194	6.236500364	6.759566818	6.682847089	5.832319675	5.954865618	6.393031595	5.906348622	6.111121392	5.747294566	6.619720457	6.390412389	5.811724903	5.574796046
AT5G65490	4.579269638	4.5518757	4.554340437	4.522301377	4.454998211	4.372979262	4.521919806	4.395311896	4.632313465	4.401269484	4.647430886	4.535682744	4.603477564	4.351977058	4.602693692	4.443508234
AT5G65495	2.395739602	2.423909919	2.590992317	2.337945447	2.422904804	2.605796583	2.35376355	2.627061396	2.378852235	2.442431617	2.319488591	2.568452911	2.385942771	2.442966489	2.467807742	2.498841039
AT5G65520	2.027148264	1.721315396	2.192670927	2.031911416	1.915622795	1.939177813	2.178595184	2.076506965	2.150589764	1.810555017	2.109102938	1.845638331	1.970307464	1.982132778	2.093242262	2.021222021
AT5G65530	0.785816782	0.664590107	0.772725438	0.530672657	0.674122192	0.773460505	0.207563491	0.228154848	0.843653745	1.088383891	1.115204943	1.114335878	1.010106476	1.323638386	0.50249807	1.042676814
AT5G65540	4.077313976	4.125107522	4.031555596	4.071455844	4.08557085	4.171973784	4.151489098	4.179242348	4.034315503	4.302650058	4.074322146	4.138699702	4.062491925	4.258056855	4.131440199	4.184194243
AT5G65560	3.562019045	3.558871392	3.404060283	3.610409461	3.471979518	3.530165396	3.717808101	3.815449106	3.577885798	3.655474537	3.633761467	3.631649883	3.4776229	3.543837756	3.755458968	3.641583025
AT5G65570	1.338562658	1.385125747	1.053065758	1.19911465	1.32958962	1.553125575	1.217163026	1.368518015	1.394256782	1.276758748	1.335831825	1.045447014	1.379546586	1.713384211	1.394152348	1.383439459
AT5G65575	2.586808032	2.635402002	2.640864587	2.523255873	2.639850783	2.624154784	2.320652129	2.488657837	2.561002976	2.717633248	2.576709228	2.705963671	2.556508098	2.8842141	2.463957361	2.577856185
AT5G65590	1.798041872	1.949970486	1.939933141	1.909297055	1.809610782	1.988463866	1.796551276	1.896861459	1.950347909	1.987484529	1.981964691	2.245617422	1.888782229	2.238131888	1.773368794	1.983655988
AT5G65620	7.305256566	7.217577314	7.362506678	7.322325154	7.454489708	7.451395348	8.000689506	7.9349248	7.263927665	7.110615129	7.334195522	7.216219183	7.370486798	7.221078468	7.945313659	7.675532399
AT5G65630	6.325454339	6.767989947	6.271235005	6.711971542	6.265327891	6.331443086	6.900944965	6.999139054	6.374264847	6.237436527	6.515186587	6.425546545	6.347880685	6.299877895	6.83351289	6.970593697
AT5G65640	3.261806942	3.331658665	3.197107616	3.226963016	3.560549041	3.617405179	3.681193716	3.691940498	3.299078577	4.65484146	3.180124645	3.795630115	3.587911233	4.35708323	3.796509277	4.497953755
AT5G65650	3.813124837	4.08119745	3.923505588	3.834931102	3.795581728	3.763358263	4.225635069	4.134454603	3.871991739	4.185301784	3.917093839	3.975644396	3.873011956	3.894776652	4.217769319	4.097339874
AT5G65660	5.798058844	6.243459858	5.433913649	5.59180956	5.618910273	5.813272833	4.449158528	4.35581629	5.698351838	6.364115282	5.081860679	5.478647485	5.548006003	6.262189176	4.501033825	4.96630487
AT5G65670	7.983944437	8.175348072	8.132789076	8.145721429	8.219743903	8.280129808	8.685838338	8.739915607	7.934191211	8.094699344	8.08618634	8.151764708	8.162200815	8.267807058	8.653569799	8.637534914
AT5G65683	5.806959071	6.108008594	3.968055025	4.242366058	5.649598979	5.734657924	3.810406393	3.874205392	5.696758516	5.778920425	3.853330311	3.60834114	5.610325975	5.895299279	3.742655725	3.956232043
AT5G65687	3.592342521	3.604821745	3.606622372	3.71405405	3.743421861	3.681079228	3.663247891	3.747717501	3.559708665	3.541409484	3.80081465	3.668938297	3.708982904	3.750447618	3.725407475	3.570111624
AT5G65685	5.339272984	5.253125117	5.313667658	5.245820233	5.520004203	5.419281329	5.299293897	5.255631764	5.326611796	5.342390877	5.261049452	5.201948096	5.403570614	5.383221029	5.279274617	5.112685939
AT5G65700	6.657927932	6.647126707	6.548387014	6.712692024	6.328308867	6.42506962	6.058294745	6.089655249	6.735670417	6.341125695	6.805931026	6.619577987	6.390956365	6.527085893	6.008595534	6.079836318
AT5G65710	3.46667549	3.406818401	3.331167668	3.518201034	3.302393601	3.35780704	3.753807699	3.834522921	3.365297559	2.963329064	3.277256498	2.974379712	3.307829103	3.093956233	3.758302532	3.548094651
AT5G65720	6.41409592	6.343112053	6.318208743	6.330627833	6.104929493	6.096439138	6.075970052	6.064669144	6.358650292	6.278072019	6.280451431	6.214760069	6.077122417	6.070856539	6.123953406	6.144875124
AT5G65730	7.832094309	7.896631631	7.491680204	7.662267648	7.454542053	7.542273221	6.532671731	6.758538466	7.893972278	7.297162426	7.436119443	7.348415379	7.568556247	6.759767289	6.712840858	6.748210736
AT5G65740	3.475786975	3.35393835	3.43726217	3.439967863	3.503011865	3.503815176	3.089658735	3.070626258	3.59617766	3.540967205	3.544222705	3.434438507	3.60283015	3.54309699	3.116470592	3.203985893
AT5G65750	5.809237301	5.813788721	5.671838275	5.758841131	5.844512775	6.016576903	5.84090443	5.888032751	5.726672929	5.464700145	5.710406332	5.467570736	5.804088674	5.789280201	5.781277383	5.705188899
AT5G65760	4.532454948	4.453771949	4.510271221	4.552987262	4.665161478	4.698240443	4.183941736	4.261763029	4.561940825	4.426327553	4.504196645	4.373791664	4.674221074	4.804314968	4.183025426	4.360896483
AT5G65780	5.213780383	5.099682921	5.241942187	5.177102579	5.326334412	5.314607524	5.185281532	5.146550291	5.154002317	5.004960603	5.231035179	5.121126121	5.230918302	5.372355233	5.188968002	5.391928526
AT5G65800	-1.087631677	-0.70272928	3.286986907	3.296115413	-0.63529167	-0.439197526	2.37584785	2.488620541	-0.937484123	-1.332739261	4.453777812	3.964782902	-0.073175588	-1.8106442	2.709990839	2.476963631
AT5G65810	5.422567048	5.396694983	5.764449793	5.655434975	5.317958278	5.307001406	6.346783736	6.269948045	5.564827829	5.480762098	5.852021719	5.823831498	5.397374488	5.460030175	6.362271156	6.07010731
AT5G65820	2.368037936	2.209834438	2.317787263	2.750170357	2.134358038	2.157221233	2.29309499	2.417471223	2.388274669	2.159900928	2.837611866	2.720838024	2.18098249	1.88865221	2.375778279	2.221300194
AT5G65830	1.738836291	1.689120518	2.571173986	2.692613851	1.320107484	1.601113674	2.397982101	2.367896255	1.867437474	1.578651455	2.643973333	2.843393159	1.441404571	1.709736636	2.31124088	2.373432129
AT5G65840	5.548513667	5.482843275	5.601697562	5.51691788	5.372671813	5.393962455	5.207709246	5.258586266	5.378874891	5.565813266	5.322442036	5.473227143	5.202723057	5.695405635	5.156491814	5.39887884
AT5G65860	4.161581519	4.175349689	4.355848821	4.258416945	3.764570742	3.498734609	4.323159492	4.29405508	4.329363905	4.392702381	4.630480213	4.549426495	3.680094162	3.518812369	4.428086999	4.283905783
AT5G65870	1.202370855	1.871297024	0.668739601	1.234216246	1.207773558	1.523230567	-0.278825814	0.839475523	0.864872013	3.529027543	0.684177511	2.636628313	0.738216321	3.044242787	-0.149488645	2.657744352
AT5G65880	2.823684168	2.622025797	2.989409075	2.786354013	2.73928114	2.5344363	3.295941264	3.18929263	2.973908601	2.658099549	3.082930545	2.708510866	2.812262185	2.436239227	3.432047806	3.187932655
AT5G65890	3.568599848	3.781997264	4.409755827	4.526877247	3.481350213	3.798905778	4.390352251	4.539932586	3.844230062	4.396137147	4.54697574	4.806293533	3.848172329	3.795127192	4.496145079	4.501731846
AT5G65900	4.685282461	4.595286818	4.847875643	4.85843225	4.499866089	4.387480571	5.148282159	5.086573457	4.831002708	4.359226205	4.948010133	4.866880298	4.530658921	3.993562905	5.202552024	4.911929161
AT5G65910	5.44900092	5.463392353	5.556302522	5.49449072	5.503859426	5.57501452	5.797310879	5.810491375	5.41874538	5.412259498	5.507353851	5.305020159	5.556898719	5.663007741	5.639728514	5.606195968
AT5G65920	2.90839896	3.019186228	3.519342705	3.520460855	2.146316851	2.147563694	3.457910588	3.546592858	2.820543173	1.926235896	3.582625216	3.415737542	2.58395174	1.758480231	3.346672916	2.989116922
AT5G65925	0.660753506	0.78608399	-0.679570047	-0.467449446	0.498014468	0.259224986	-0.20356481	-0.554685921	0.246100779	-0.966180458	-0.821019403	-1.430341672	0.83046022	0.096038648	-0.234113654	-1.161460319
AT5G65930	5.784184839	5.754799099	5.627712508	5.783125141	5.808249123	5.867202707	6.177671349	6.166984947	5.901123826	5.887401199	5.957746179	5.896240945	5.888052673	5.919543658	6.204835403	6.071247977
AT5G65940	5.128992243	5.070781514	5.153069985	5.013800332	5.175491336	5.090705171	4.878191837	4.861468476	5.066377497	5.209567427	5.047555522	5.128775561	5.229256269	5.420140791	4.912560346	5.169954311
AT5G65950	6.630313442	6.526693974	6.460709578	6.589468095	6.513066142	6.450445404	6.779568612	6.679596639	6.555314207	6.49300461	6.608906041	6.535110092	6.457183044	6.404364049	6.775504468	6.585134504
AT5G65960	5.572190512	5.489877463	5.591197723	5.509208448	5.688898243	5.621934066	5.877193587	5.852384076	5.523601037	5.536116759	5.506908405	5.446624321	5.635663172	5.579166036	5.754012587	5.686568332
AT5G65970	3.799222339	3.658237608	3.457970601	3.381843029	3.77048074	3.341619697	2.620215318	2.128599958	3.454592111	2.446679969	3.126630561	2.373003848	3.394147474	1.995524491	2.193987255	1.099042435
AT5G65990	4.97521467	4.853450683	5.021464357	4.851451342	4.898266167	4.889526026	4.714978857	4.692501785	4.882224119	4.84915725	4.780805309	4.699994306	4.879176791	5.02149642	4.773814907	5.030918963
AT5G66000	1.892151682	1.877084702	2.054293318	1.942875859	1.74561943	1.567397551	2.124195977	2.083628197	1.962158822	1.837073363	2.232023876	1.976304716	1.612300101	1.406143451	2.137770523	1.964963931
AT5G66005	3.214463042	3.095836443	3.159132983	3.063036447	3.368615906	3.159641385	3.131595757	3.308364939	3.320795345	2.983890938	3.235752422	3.074183865	3.337504008	2.941829576	3.269314923	3.099243309
AT5G66010	3.359512306	3.599337889	3.548165622	3.482251706	3.381326835	3.466883996	3.656589754	3.723316822	3.457809779	3.726355873	3.542901841	3.658062689	3.450781075	3.346291476	3.750187617	3.746471658
AT5G66030	6.182636732	6.226072064	6.150728786	6.214737875	6.269316429	6.325731462	6.521831045	6.504305198	6.278128021	6.417843736	6.268216595	6.281213151	6.34528934	6.608040755	6.481348605	6.477904131
AT5G66040	7.901334956	7.975355056	7.900055812	7.863104775	7.862539603	7.884256157	6.84226631	7.005898256	7.646052072	8.066770624	7.479374461	7.758403249	7.6361074	8.286434454	6.754223676	7.557003951
AT5G66050	4.78409152	4.892444417	4.927627776	4.929277438	5.033763019	5.089621303	5.224083614	5.287985205	4.86610017	5.055820331	4.896611518	4.845529981	5.018328203	5.191257799	5.142979654	5.120872951
AT5G66052	2.10664467	2.213733159	2.044391729	2.296096661	3.467537268	3.439399211	1.609501251	1.936827416	1.911988445	2.560680699	1.647833439	2.444077922	3.117565355	3.779608015	1.74614239	2.113401912
AT5G66055	6.034907051	5.836441359	6.038646688	5.943248737	6.071060909	5.945488258	5.616008855	5.488311587	5.977024986	5.957482925	5.87240448	5.937496832	6.04502959	6.168723493	5.629952214	5.666524568
AT5G66060	4.778303572	4.799988045	4.793073807	4.843788741	4.774546567	4.848640248	5.072337967	5.132077619	4.75784617	4.839296071	4.901209776	4.892175643	4.834575042	4.893696416	5.05444553	5.192351956
AT5G66070	2.389273349	2.742190786	2.767151153	2.9499071	2.795235744	2.859724798	3.115208814	3.08577822	2.138869161	2.274938513	2.342886058	2.451397276	2.706558583	2.763747713	2.964937005	2.748865225
AT5G66080	2.844566001	2.42713585	5.355437912	5.332722721	3.056530167	2.82712775	5.35239324	5.250315843	3.359892174	2.041560131	5.45816228	5.143836682	3.149527189	1.463316518	5.330236244	4.355725512
AT5G66090	4.673364397	4.560156148	4.835623431	4.620690634	4.750573024	4.590088132	4.619477579	4.509756522	4.656977687	4.560594054	4.50041359	4.590418799	4.728355659	4.6063914	4.665130087	4.577334302
AT5G66100	4.849600344	4.777692969	5.157113413	4.959123697	4.584781587	4.542097892	4.824806825	4.704192399	4.852456846	4.601389441	5.046251274	4.670074936	4.551836549	4.291692135	4.821082397	4.593770956
AT5G66110	-0.335180717	-0.039935195	0.780802297	0.743900794	-0.633644756	-0.572910899	0.724943202	0.123074492	-0.509142165	-2.812484643	0.683996341	-0.253818346	-0.458441989	-2.703529965	0.349110477	-0.613545097
AT5G66120	6.428502476	6.34210002	6.546366901	6.421866602	6.207696512	6.12948374	6.062017275	5.918566416	6.277215244	6.440975702	6.281177957	6.478518952	6.110426209	6.148269	5.92096372	5.908027913
AT5G66130	2.48038806	2.445472269	2.425184414	2.463295025	2.648947598	2.456316267	2.689414092	2.596179994	2.137631044	1.759427914	2.362604443	2.176102956	2.553201375	2.046326555	2.595317593	2.507242987
AT5G66140	5.078197223	5.039195152	5.252429367	4.991983749	5.19591046	5.075281991	5.366999216	5.202773172	5.017061087	5.085360119	4.958422065	5.023805851	5.154214905	5.292821527	5.292616709	5.248286635
AT5G66160	4.529720081	4.612685579	4.360244396	4.508058489	4.715237058	4.768804129	4.706128519	4.653598874	4.50771924	4.721351206	4.486674034	4.573417179	4.711837659	4.799261756	4.654104365	4.656620589
AT5G66170	2.051711512	2.23813178	2.471402634	2.224202101	2.321659908	2.368519369	2.185723246	2.169494844	2.252755715	2.534361162	2.418938922	2.708430649	2.254636277	2.950476593	2.540381391	2.791475308
AT5G66180	3.252515849	3.306715208	3.295083443	3.228598088	3.496666797	3.603652144	3.377720397	3.413044253	3.280160533	3.726176353	3.187226761	3.57944801	3.435241332	4.024300786	3.375098932	3.596104767
AT5G66190	9.898848415	9.710511608	9.967783371	9.76141098	9.848117687	9.723909561	9.541079079	9.382221916	9.803606135	9.691046016	9.7126163	9.618842504	9.722247594	9.682767708	9.406430109	9.248087826
AT5G66200	6.379521421	6.474325033	6.806775766	6.667185084	6.101712744	6.026383855	6.840683289	6.771418306	6.360476883	5.766140306	6.636648466	6.305639847	6.15585081	5.55685199	6.756597794	6.192238468
AT5G66210	4.570741744	4.731110793	5.192867806	5.260434439	4.570464841	4.584604794	5.148214782	5.123526108	4.478021231	3.953313056	5.153837155	4.793207909	4.695566878	4.103672622	5.068894863	4.8397646
AT5G66230	3.522323406	3.334990937	3.539302119	3.403473462	3.745233078	3.583191637	3.619163756	3.406895858	3.378125646	3.116146186	3.340123211	3.031474907	3.604818029	2.94101602	3.563979719	2.874795064
AT5G66240	5.494889748	5.424392906	5.409753766	5.389870406	5.465590844	5.327961601	5.249438681	5.299104569	5.441495346	5.578681638	5.386406153	5.412466598	5.456291371	5.41888645	5.306196902	5.371587428
AT5G66250	4.477450333	4.513413646	4.429812135	4.435932144	4.542927138	4.488403421	3.904818344	4.05399478	4.148816803	4.525409939	4.150469213	4.337312272	4.326931797	4.738791967	3.746080895	4.017901407
AT5G66270	0.888493705	0.740083851	1.075551176	0.903624173	-0.334136936	-0.396956868	-0.93287119	-0.792771824	1.224040981	0.26637407	1.049554698	1.021020539	-0.05140006	-0.744171817	-0.235342396	-0.329561931
AT5G66290	3.554669657	3.553339496	3.555826895	3.537017172	3.548161387	3.558878558	3.757150132	3.712042458	3.578965004	3.657360974	3.747718671	3.613760117	3.520042712	3.706537285	3.727376216	3.770767024
AT5G66300	1.609720098	1.517777449	1.491451194	1.685122969	2.078959118	2.308403694	2.153755104	2.252867973	1.69390627	1.947435521	1.769555179	2.215141271	2.08558225	2.375398545	2.358743257	2.144513643
AT5G66310	6.017790816	5.924283857	6.180643508	6.099087307	6.089644991	6.202255706	7.267969444	7.301570544	6.201120787	5.495068373	6.470572879	5.932605201	6.271790976	5.652249878	7.333798633	7.04447158
AT5G66320	4.26087311	4.520535644	4.334562833	4.444099099	4.588693543	4.652369162	4.580369666	4.70605431	4.292237016	3.869846936	4.344922106	4.058710382	4.639030516	4.425652858	4.623785692	4.579616238
AT5G66330	2.98297144	2.945257191	3.093014376	2.923403385	3.1651048	3.074013198	2.749302522	2.818746214	2.927195041	1.214579624	2.762315829	1.590909221	3.004221463	2.397660333	2.825479014	2.35114331
AT5G66350	0.037089	0.202812091	-0.443474888	-0.169625828	-0.064371673	-0.070916151	-0.780619423	-1.241188213	-0.086970023	-1.42039394	-0.981981937	-1.098498837	-0.173747244	-0.384837647	-0.938251169	-0.803443679
AT5G66360	2.691780485	2.797265718	2.646486014	2.623938649	2.923694241	2.735078063	2.633527948	2.6057247	2.614227043	2.569434185	2.693466442	2.679563431	2.90532437	3.001752719	2.693380954	2.816302654
AT5G66380	3.00254318	3.055011897	3.088768738	2.972709318	3.150839943	2.944344315	3.332508615	3.266279191	3.031411701	3.108693978	3.084843326	2.772218779	3.106306208	3.07997466	3.346387586	2.909646869
AT5G66390	0.798488429	1.073552835	1.072717112	0.85257191	0.632937013	1.000499936	1.71082173	1.307754826	0.306188773	0.200827814	0.482490338	0.688667725	0.577792599	-0.402925179	1.142019164	0.439614417
AT5G66400	2.464311627	2.677388707	2.798152835	2.931356951	2.438910127	2.936694378	2.751387907	3.057819872	1.837005553	2.141159845	2.014268737	2.229408504	1.921695713	2.906157461	2.381681754	3.249212482
AT5G66410	4.805104617	4.60958986	4.93031111	4.755943753	4.732429109	4.605940577	5.35777435	5.203317145	4.863221416	4.700837931	4.964350007	4.721028201	4.74689958	4.520657035	5.40169529	5.099711101
AT5G66420	6.567631733	6.601163491	6.515812223	6.602845842	6.824639153	6.967133029	6.945772243	6.942964185	6.639442409	6.928015211	6.686722478	6.822980595	6.841552814	7.38889503	6.940765892	7.229387082
AT5G66440	2.727348935	2.952065181	2.858289252	2.7889676	2.791892298	2.6732448	2.735097052	2.643342196	3.146326124	3.006630545	2.849682034	2.974086562	3.053963271	3.085057419	3.028710357	2.922409703
AT5G66450	3.342695478	3.306343012	3.271715123	3.279551168	3.399698952	3.317594271	3.341425915	3.344512198	3.272046139	3.273889463	3.21513841	3.285450675	3.374375217	3.145058835	3.242716002	3.18785613
AT5G66455	0.142170062	0.708669052	0.351646089	0.1640744	0.734427804	0.752173786	-0.223105091	0.35064744	0.376076255	1.501256323	0.2913359	0.909612834	0.579148709	1.143617494	0.314708522	0.543072616
AT5G66460	3.866771143	3.653392439	4.425868857	4.307317194	3.630467324	3.732485434	5.030088188	4.923493316	3.980315973	3.694473092	4.338883928	4.08645639	3.796322112	3.567255487	4.925476766	4.500215563
AT5G66470	6.450185388	6.143811964	6.469537743	6.258601834	6.512506555	6.373915207	6.283332552	6.028898981	6.52672833	6.301235584	6.48609403	6.378035113	6.61756931	6.370515874	6.364437267	6.17187999
AT5G66480	2.197606924	2.418636696	1.977317418	2.286260095	1.435414439	1.477978903	-0.231075057	-0.070867573	2.046117578	1.633006081	1.783427403	1.647447025	1.423319549	0.692441493	-0.734717062	-0.218296506
AT5G66490	2.470454017	2.490316453	1.962037056	1.977242992	2.247189833	2.322075744	-0.505933729	-0.151439811	2.174353955	1.916720349	1.655938883	1.477808168	2.184428114	1.872661697	-0.217901522	0.134372548
AT5G66500	0.379417969	0.781761096	0.516414805	0.589823065	1.218514103	1.220369395	1.061517726	0.994305362	0.115993997	0.538433185	0.505409694	0.659440493	1.046075956	1.373066568	0.703744459	1.241410685
AT5G66510	6.248414642	6.107041097	6.39192377	6.129927456	6.222506503	6.049787857	6.08813817	6.005941032	6.23025618	6.08810914	6.216221926	6.042103567	6.181945429	6.054817177	6.150334866	6.059281811
AT5G66520	3.574267431	3.21669038	3.521623636	3.427093792	3.438065243	3.328244067	1.708143517	1.668423225	3.557122848	3.219796302	3.523737883	3.512352615	3.527823683	3.525104591	1.923463452	2.149103906
AT5G66530	6.189919478	5.806546693	6.318198654	5.898794499	6.482991548	6.176925817	6.303094505	6.054646877	6.014910545	5.481109738	5.913489161	5.585393569	6.354034718	5.886136791	6.247139214	5.87198312
AT5G66540	4.198434565	4.319717598	4.433297382	4.53712564	4.068621833	3.989535818	5.143691712	5.009358097	4.526888493	4.281363653	4.805866331	4.654334607	4.253015064	3.579263935	5.337531181	5.038591078
AT5G66550	3.404540373	3.303176305	3.529172203	3.49775941	3.232531589	3.30677349	2.908372666	2.969814111	3.600747864	3.471901516	3.645776873	3.649503088	3.446510067	3.272801022	2.942805884	3.067825614
AT5G66558	1.870334269	2.041753923	1.971308751	2.147477825	1.84908518	1.561021366	1.780185692	1.751504045	1.480244072	1.878147244	1.776265021	2.017195266	1.423319549	1.571682599	1.355631412	1.621305606
AT5G66560	4.824220272	4.940188116	5.070361987	5.123476053	5.047627352	5.087989419	5.021955823	5.077169056	4.99113197	5.637869431	5.209606562	5.678708796	5.22522319	5.230940726	5.110304246	5.298738836
AT5G66570	12.19512409	12.05609654	12.38795752	12.18840314	12.20328304	12.10119804	12.15025903	12.0184124	12.1009943	11.9969729	12.07144155	12.01644187	12.10848642	12.02069608	12.05184618	11.94131945
AT5G66580	3.508489956	3.639423444	7.214060036	7.185897892	3.659004297	3.966897641	5.206286658	5.511472554	3.834189307	4.69840134	7.218620583	7.507643256	3.963683172	4.3944778	5.495807673	5.621036841
AT5G66590	3.683481236	3.773348996	6.455338502	6.430050538	4.1910906	4.385053864	5.565710592	5.821280231	3.999794393	5.423980424	6.447031311	7.147869482	4.314216758	5.460304616	5.59950784	6.692620611
AT5G66600	2.355210094	2.207711509	3.444461201	3.560964268	1.672183587	1.733158121	2.253161467	2.342933282	2.409772041	2.343946037	3.506611581	3.633171571	2.026682915	2.13452938	2.24925117	2.427882141
AT5G66610	2.485071359	2.895932508	2.827971133	3.01768809	2.670716548	2.924299461	2.676636322	2.919818577	2.710619514	3.266169719	3.138508828	3.472446985	2.802704062	3.469214268	2.840925293	3.554670165
AT5G66620	2.049192928	2.272817641	2.145171225	2.324669687	0.775401845	1.248792843	1.12843737	1.620539273	1.697587268	1.785907675	1.784066525	2.128665768	0.679659798	1.023136009	1.106100601	1.142664778
AT5G66630	1.408392629	1.972754376	1.533768507	2.021718851	0.746138498	1.221146179	0.40706334	1.046467522	1.131038416	1.934513219	1.486799867	2.116019917	0.790701899	1.184191278	0.573361764	0.978159977
AT5G66631	0.772150238	0.385131281	0.590400838	0.578424967	1.091282113	0.96044916	1.131993775	1.184370409	0.75901527	0.532825618	0.760808156	0.773158147	1.14501092	0.955369824	0.962344366	1.186821542
AT5G66640	0.591230295	0.375472746	1.176700057	1.367422318	0.13334762	-0.030666283	-0.093801244	0.131253667	-0.417585312	-1.051859694	0.465113518	0.316975394	-0.275058402	-1.467610493	-0.720294766	-1.432787535
AT5G66650	0.03465007	-0.182180248	-0.133359047	0.145386433	-0.507050596	-0.633641803	-0.728356833	-1.048612533	-0.601398509	5.352283674	-0.625465153	4.028812313	-0.486972029	3.179876067	-1.036006353	1.295375457
AT5G66675	3.870410898	3.830959806	3.783336138	3.81260593	3.8737366	4.026168952	3.677235232	3.751763579	3.611356968	3.40051242	3.707828807	3.517720832	3.93886666	4.146893216	3.511172954	3.831316602
AT5G66680	6.400422301	6.360240224	6.439750283	6.402087181	6.394613108	6.40938646	6.979769293	6.944828553	6.505804893	6.327314084	6.554048421	6.392905446	6.411491744	6.302163383	7.009055069	6.790371235
AT5G66720	6.234042676	6.019532116	6.296228315	6.11728736	6.203265567	6.099880376	6.197326593	6.076170488	6.149552188	5.965253121	6.118359851	6.001121367	6.127287332	5.945413534	6.187638324	5.975583779
AT5G66730	5.468048833	5.621029861	5.230294446	5.408578362	5.093010761	5.18580226	5.225607051	5.137815821	5.385322746	5.331303708	5.30225233	5.289092891	5.310386039	5.249748247	5.141775309	5.092274119
AT5G66740	0.866149235	0.694205842	0.807485349	0.471950106	-0.654556675	-0.457988148	-0.508936318	-0.780970045	1.326948265	1.19170691	1.105460397	1.212646332	0.12519506	0.178117247	-0.438958498	-0.500198659
AT5G66750	3.881640728	3.680952538	3.746135387	3.705799814	4.216135868	4.138011032	4.228623747	4.162070031	3.851495806	3.206727793	3.823089144	3.524395896	4.198988394	3.311118808	4.2825941	3.852197666
AT5G66760	6.740204371	6.844567407	6.777354086	6.807918299	6.453817023	6.635326202	6.71397211	6.560315397	6.697367963	6.786454267	6.80658787	6.742878366	6.663353621	6.889931671	6.737937794	6.775716934
AT5G66770	4.463456855	4.277508477	4.10091912	4.013444544	3.547545434	3.539459841	3.789086212	3.80050228	4.28196163	3.108409576	4.087894318	3.427578928	3.509077437	3.158411167	3.868147081	3.65682662
AT5G66790	1.952354574	2.310320927	1.202730636	1.421840774	2.906354607	2.836861846	0.454368734	0.742612217	1.21030436	0.783751925	0.418018968	0.134652866	2.350668779	2.291652981	-0.286916594	0.616927442
